id,age,gender,current_country,highest_education_level,current_role,company_size,workplace_uses_machine_learning,yearly_salary,money_spent_on_ml,primary_analyzing_tool,time_coding,time_using_ml_methods
15909,22-24,Male,Canada,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
15910,40-44,Male,United States of America,Some college/university study without earning a Bachelors degree,Product/Project Manager,> 10000 employees,I do not know,"150,000-199,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
15911,40-44,Prefer not to say,France,Masters degree,Not employed,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1-2 years,1-2 years
15912,22-24,Male,Turkey,Bachelors degree,Student,,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",< 1 years,1-2 years
15913,35-39,Male,Russia,I prefer not to answer,Research Scientist,1000-9999 employees,I do not know,"1,000-1,999",0,Other,3-5 years,
15914,50-54,Male,Canada,Masters degree,Business Analyst,0-49 employees,No (we do not use ML methods),"10,000-14,999","1000-9,999",,,
15915,45-49,Prefer not to say,United States of America,Bachelors degree,Software Engineer,> 10000 employees,We use ML methods for generating insights (but do not put working models into production),,,,,
15916,22-24,Male,Turkey,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
15917,22-24,Male,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,
15918,50-54,Male,Spain,Masters degree,Data Scientist,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"40,000-49,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",20+ years,5-10 years
15919,22-24,Male,Colombia,Masters degree,Research Scientist,50-249 employees,No (we do not use ML methods),0-999,ene-99,"Advanced statistical software (SPSS, SAS, etc.)",I have never written code,
15920,50-54,Male,United States of America,Doctoral degree,Data Analyst,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"90,000-99,999","10,000-99,999",,,
15921,45-49,Male,United States of America,Bachelors degree,Data Analyst,0-49 employees,,,,,,
15922,22-24,Male,Portugal,Masters degree,Statistician,250-999 employees,,,,,,
15923,25-29,Female,United States of America,Masters degree,Business Analyst,,,,,,,
15924,22-24,Male,India,Bachelors degree,Other,> 10000 employees,,,,,,
15925,60-69,Prefer not to say,United States of America,Doctoral degree,Research Scientist,1000-9999 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
15926,40-44,Male,United States of America,Masters degree,Other,250-999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15927,45-49,Male,United States of America,Masters degree,Product/Project Manager,50-249 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
15928,22-24,Male,France,Masters degree,Data Scientist,1000-9999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"40,000-49,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
15929,22-24,Male,Mexico,Bachelors degree,Data Scientist,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"10,000-14,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
15930,60-69,Male,South Africa,Masters degree,Student,,,,,,,
15931,25-29,Male,Japan,Masters degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,< 1 years
15932,25-29,Male,India,Bachelors degree,Other,> 10000 employees,I do not know,0-999,0,,,
15933,22-24,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,
15934,50-54,Male,United States of America,Doctoral degree,Other,1000-9999 employees,We use ML methods for generating insights (but do not put working models into production),"150,000-199,999",0,,,
15935,30-34,Male,Sweden,Masters degree,Software Engineer,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"40,000-49,999",,,,
15936,25-29,Male,Brazil,Bachelors degree,Software Engineer,0-49 employees,No (we do not use ML methods),"2,000-2,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,
15937,22-24,Male,United States of America,Masters degree,Student,,,,,,,
15938,30-34,Female,United States of America,Doctoral degree,Data Scientist,0-49 employees,,,,,,
15939,22-24,Male,Tunisia,,,,,,,,,
15940,60-69,Male,United States of America,Doctoral degree,Other,50-249 employees,,,,,,
15941,22-24,Male,Ukraine,Masters degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",0,,,
15942,25-29,Male,United States of America,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"100,000-124,999",0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3-5 years,2-3 years
15943,25-29,Male,United States of America,Doctoral degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
15944,45-49,Male,Morocco,Doctoral degree,Research Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"20,000-24,999",,,,
15945,40-44,Female,United States of America,Masters degree,Not employed,,,,,,,
15946,25-29,Male,United States of America,Doctoral degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15947,70+,Prefer not to say,United States of America,I prefer not to answer,Other,0-49 employees,No (we do not use ML methods),0-999,,,,
15948,30-34,Male,Brazil,Bachelors degree,Business Analyst,> 10000 employees,I do not know,"1,000-1,999","> 100,000",,,
15949,35-39,Male,United States of America,Bachelors degree,Software Engineer,> 10000 employees,,,,,,
15950,25-29,Male,Brazil,Masters degree,Other,50-249 employees,We have well established ML methods (i.e. models in production for more than 2 years),"2,000-2,999",ene-99,,,
15951,40-44,Female,France,Masters degree,Product/Project Manager,> 10000 employees,I do not know,"60,000-69,999",,,,
15952,30-34,Male,Mexico,Masters degree,Data Analyst,50-249 employees,We are exploring ML methods (and may one day put a model into production),"2,000-2,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,3-4 years
15953,30-34,Female,United States of America,Masters degree,Data Analyst,1000-9999 employees,I do not know,0-999,100-999,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
15954,30-34,Male,United States of America,Doctoral degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,< 1 years
15955,45-49,Male,Germany,Masters degree,,,,,,,,
15956,22-24,Male,Japan,Masters degree,Student,,,,,,,
15957,25-29,Male,Russia,Masters degree,Data Scientist,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"2,000-2,999",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,< 1 years
15958,45-49,Male,Japan,Bachelors degree,Business Analyst,50-249 employees,No (we do not use ML methods),"7,500-9,999","1000-9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,1-2 years
15959,22-24,Female,Germany,Masters degree,Statistician,> 10000 employees,We are exploring ML methods (and may one day put a model into production),,,,,
15960,55-59,Male,United States of America,Some college/university study without earning a Bachelors degree,Business Analyst,0-49 employees,No (we do not use ML methods),,,,,
15961,35-39,Male,Australia,Bachelors degree,Data Scientist,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"150,000-199,999","10,000-99,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",20+ years,
15962,22-24,Male,Egypt,Bachelors degree,Software Engineer,0-49 employees,No (we do not use ML methods),"4,000-4,999","1000-9,999",,,
15963,22-24,Female,Morocco,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
15964,22-24,Male,Canada,Bachelors degree,Not employed,,,,,,,
15965,50-54,Male,United States of America,Bachelors degree,Other,50-249 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
15966,35-39,Male,Canada,Doctoral degree,Research Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"90,000-99,999",,,,
15967,18-21,Female,India,Bachelors degree,Student,,,,,,,
15968,30-34,Female,Spain,Masters degree,Product/Project Manager,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"100,000-124,999","10,000-99,999","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",10-20 years,1-2 years
15969,18-21,Male,Ukraine,,,,,,,,,
15970,30-34,Male,Germany,Masters degree,Data Scientist,0-49 employees,,,,,,
15971,35-39,Male,United States of America,Doctoral degree,Research Scientist,0-49 employees,No (we do not use ML methods),"50,000-59,999","1000-9,999",,,
15972,50-54,Male,Japan,Some college/university study without earning a Bachelors degree,Software Engineer,50-249 employees,No (we do not use ML methods),"70,000-79,999",0,,,
15973,25-29,Male,United States of America,Masters degree,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),"50,000-59,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,
15974,30-34,Male,Spain,Masters degree,Data Scientist,50-249 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"1,000-1,999",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,
15975,35-39,Male,Other,Bachelors degree,Product/Project Manager,0-49 employees,No (we do not use ML methods),"> 500,000","> 100,000","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",10-20 years,
15976,35-39,Male,Switzerland,Doctoral degree,Data Scientist,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"100,000-124,999","> 100,000","Local development environments (RStudio, JupyterLab, etc.)",5-10 years,3-4 years
15977,22-24,Male,Hungary,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
15978,25-29,Male,United States of America,Doctoral degree,Statistician,,,,,,,
15979,25-29,Male,Other,Doctoral degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"1,000-1,999","1000-9,999","Advanced statistical software (SPSS, SAS, etc.)",3-5 years,2-3 years
15980,25-29,Male,Brazil,,,,,,,,,
15981,30-34,Male,Germany,Masters degree,Data Scientist,0-49 employees,,,,,,
15982,25-29,Male,Turkey,Bachelors degree,,,,,,,,
15983,25-29,Male,Brazil,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
15984,18-21,Male,Japan,Bachelors degree,Student,,,,,,,
15985,18-21,Male,India,Some college/university study without earning a Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,
15986,22-24,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
15987,45-49,Male,Brazil,Doctoral degree,Business Analyst,> 10000 employees,I do not know,"> 500,000",100-999,,,
15988,30-34,Female,United States of America,Masters degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"90,000-99,999","10,000-99,999",,,
15989,18-21,Male,India,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,
15990,30-34,Male,Germany,Professional degree,Research Scientist,> 10000 employees,,,,,,
15991,22-24,Male,United States of America,Masters degree,Student,,,,,Other,1-2 years,1-2 years
15992,25-29,Male,Japan,,,,,,,,,
15993,18-21,Male,Canada,Bachelors degree,Student,,,,,,,
15994,30-34,Male,Brazil,Bachelors degree,,,,,,,,
15995,22-24,Male,Canada,Bachelors degree,Other,,,,,,,
15996,22-24,Female,United States of America,Masters degree,Student,,,,,Other,< 1 years,< 1 years
15997,45-49,Male,France,Some college/university study without earning a Bachelors degree,Product/Project Manager,250-999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15998,30-34,Male,Australia,Masters degree,Data Scientist,1000-9999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999","> 100,000",,,
15999,25-29,Female,United States of America,Masters degree,Data Engineer,50-249 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"60,000-69,999",0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
